,algorithm,server,client,cardinality,success,bytes transmitted,bytes received,communication time(s),idle time(s),computation time(s),latency,uBandwidth,dBandwidth,measuremntsDuration,MasurementsStartedAt
0,IBLT,90,90,10000,True,1366.0,7405.0,0.305534,0.0,0.005283,,,,,
1,IBLT,90,90,10000,True,7405.0,1366.0,0.497435,128.707,2.2e-05,-2.0,-4.0,-4.0,12504.0,2022-06-01 06:35:57
2,IBLT,90,90,10000,True,1366.0,7405.0,0.240726,0.0,0.005619,,,,,
3,IBLT,90,90,10000,True,7405.0,1366.0,0.338771,0.093016,1.9e-05,94.5,-4.0,-4.0,4505.0,2022-06-01 06:38:49
4,IBLT,90,90,10000,True,1366.0,7405.0,0.240784,0.0,0.005641,,,,,
5,IBLT,90,90,10000,True,7405.0,1366.0,0.338482,0.094979,1.7e-05,96.3,-4.0,-4.0,4504.0,2022-06-01 06:38:57
6,IBLT,90,90,10000,True,1366.0,7405.0,0.324752,0.0,0.005457,,,,,
7,IBLT,90,90,10000,True,7405.0,1366.0,0.427397,0.075553,1.8e-05,76.9,-4.0,-4.0,4504.0,2022-06-01 06:39:04
8,IBLT,90,90,10000,True,1366.0,7405.0,0.691613,0.0,0.0054,,,,,
9,IBLT,90,90,10000,True,7405.0,1366.0,0.821489,0.055501,2e-05,62.6,-4.0,-4.0,4510.0,2022-06-01 06:39:34
10,IBLT,90,90,10000,True,1366.0,7405.0,1.55699,0.0,0.005318,,,,,
11,IBLT,90,90,10000,True,7405.0,1366.0,2.1904,1.07721,1.9e-05,147.0,-4.0,-4.0,4504.0,2022-06-01 06:39:43
12,IBLT,90,90,10000,True,1366.0,7405.0,0.330563,0.0,0.00528,,,,,
13,IBLT,90,90,10000,True,7405.0,1366.0,0.411556,0.096269,2.1e-05,98.7,-4.0,-4.0,4505.0,2022-06-01 06:40:13
14,IBLT,90,90,10000,True,1366.0,7405.0,0.995236,0.0,0.005277,,,,,
15,IBLT,90,90,10000,True,7405.0,1366.0,1.13291,1.05694,2.1e-05,98.1,-4.0,-4.0,4504.0,2022-06-01 06:40:20
16,IBLT,90,90,10000,True,1366.0,7405.0,0.295593,0.0,0.005513,,,,,
17,IBLT,90,90,10000,True,7405.0,1366.0,0.434814,0.095107,1.9e-05,96.2,-4.0,-4.0,4505.0,2022-06-01 06:40:50
18,IBLT,90,90,10000,True,1366.0,7405.0,0.243222,0.0,0.00528,,,,,
19,IBLT,90,90,10000,True,7405.0,1366.0,0.343524,0.091039,1.7e-05,92.2,-4.0,-4.0,4504.0,2022-06-01 06:41:20
20,IBLT,80,80,10000,True,1217.0,6754.0,0.261918,0.0,0.004792,,,,,
21,IBLT,80,80,10000,True,6754.0,1217.0,0.460601,0.061198,1.4e-05,77.7,-4.0,-4.0,4518.0,2022-06-01 06:31:55
22,IBLT,80,80,10000,True,1217.0,6754.0,0.313672,0.0,0.00479,,,,,
23,IBLT,80,80,10000,True,6754.0,1217.0,0.94951,0.070381,1.3e-05,73.3,-4.0,-4.0,4504.0,2022-06-01 06:32:02
24,IBLT,80,80,10000,True,1217.0,6754.0,0.25182,0.0,0.00477,,,,,
25,IBLT,80,80,10000,True,6754.0,1217.0,0.600566,0.113971,1.3e-05,59.9,-4.0,-4.0,4504.0,2022-06-01 06:32:10
26,IBLT,80,80,10000,True,1217.0,6754.0,0.25106,0.0,0.005307,,,,,
27,IBLT,80,80,10000,True,6754.0,1217.0,0.342535,0.074243,1.5e-05,75.6,-4.0,-4.0,4504.0,2022-06-01 06:32:40
28,IBLT,80,80,10000,True,1217.0,6754.0,0.253427,0.0,0.00814,,,,,
29,IBLT,80,80,10000,True,6754.0,1217.0,0.347471,0.057523,1.5e-05,58.5,-4.0,-4.0,4504.0,2022-06-01 06:33:10
30,IBLT,80,80,10000,True,1217.0,6754.0,0.311819,0.0,0.004769,,,,,
31,IBLT,80,80,10000,True,6754.0,1217.0,0.45861,0.085625,1.4e-05,86.8,-4.0,-4.0,4504.0,2022-06-01 06:33:40
32,IBLT,80,80,10000,True,1217.0,6754.0,0.311863,0.0,0.005064,,,,,
33,IBLT,80,80,10000,True,6754.0,1217.0,0.417576,0.066364,1.4e-05,69.6,-4.0,-4.0,4504.0,2022-06-01 06:34:10
34,IBLT,80,80,10000,True,1217.0,6754.0,0.294778,0.0,0.004761,,,,,
35,IBLT,80,80,10000,True,6754.0,1217.0,0.378388,0.091825,1.3e-05,93.2,-4.0,-4.0,4504.0,2022-06-01 06:34:40
36,IBLT,80,80,10000,True,1217.0,6754.0,0.318653,0.0,0.004888,,,,,
37,IBLT,80,80,10000,True,6754.0,1217.0,0.45851,0.070858,1.3e-05,72.0,-4.0,-4.0,4504.0,2022-06-01 06:35:10
38,IBLT,80,80,10000,True,1217.0,6754.0,0.434774,0.0,0.004769,,,,,
39,IBLT,80,80,10000,True,6754.0,1217.0,0.857553,0.071643,1.3e-05,71.8,-4.0,-4.0,4504.0,2022-06-01 06:35:18
40,IBLT,70,70,10000,True,1065.0,5900.0,0.369122,0.0,0.004132,,,,,
41,IBLT,70,70,10000,True,5900.0,1065.0,0.582466,257.765,1.4e-05,124.0,-4.0,-4.0,4504.0,2022-06-01 06:25:38
42,IBLT,70,70,10000,True,1065.0,5900.0,0.327338,0.0,0.004282,,,,,
43,IBLT,70,70,10000,True,5900.0,1065.0,0.429309,0.091904,1.3e-05,93.3,-4.0,-4.0,4505.0,2022-06-01 06:30:03
44,IBLT,70,70,10000,True,1065.0,5900.0,0.283303,0.0,0.004087,,,,,
45,IBLT,70,70,10000,True,5900.0,1065.0,0.373284,0.058851,1.4e-05,61.4,-4.0,-4.0,4504.0,2022-06-01 06:30:11
46,IBLT,70,70,10000,True,1065.0,5900.0,0.302393,0.0,0.004275,,,,,
47,IBLT,70,70,10000,True,5900.0,1065.0,0.422563,0.086193,1.3e-05,89.4,-4.0,-4.0,4504.0,2022-06-01 06:30:41
48,IBLT,70,70,10000,True,1065.0,5900.0,0.283714,0.0,0.004296,,,,,
49,IBLT,70,70,10000,True,5900.0,1065.0,0.392528,0.087947,1.3e-05,90.4,-4.0,-4.0,4504.0,2022-06-01 06:30:48
50,IBLT,70,70,10000,True,1065.0,5900.0,0.362474,0.0,0.004084,,,,,
51,IBLT,70,70,10000,True,5900.0,1065.0,0.465573,0.053265,1.3e-05,63.8,-4.0,-4.0,4512.0,2022-06-01 06:30:55
52,IBLT,70,70,10000,True,1065.0,5900.0,0.322022,0.0,0.004157,,,,,
53,IBLT,70,70,10000,True,5900.0,1065.0,0.42538,0.090699,1.3e-05,91.8,-4.0,-4.0,4504.0,2022-06-01 06:31:02
54,IBLT,70,70,10000,True,1065.0,5900.0,0.282094,0.0,0.004186,,,,,
55,IBLT,70,70,10000,True,5900.0,1065.0,0.385575,0.084504,1.2e-05,85.5,-4.0,-4.0,4504.0,2022-06-01 06:31:09
56,IBLT,70,70,10000,True,1065.0,5900.0,0.241534,0.0,0.004439,,,,,
57,IBLT,70,70,10000,True,5900.0,1065.0,0.339564,0.057879,1.3e-05,59.3,-4.0,-4.0,4505.0,2022-06-01 06:31:39
58,IBLT,70,70,10000,True,1065.0,5900.0,0.241399,0.0,0.004093,,,,,
59,IBLT,70,70,10000,True,5900.0,1065.0,0.339389,0.083077,1.2e-05,84.4,-4.0,-4.0,4504.0,2022-06-01 06:31:46
60,IBLT,60,60,10000,True,917.0,5025.0,0.251334,0.0,0.003829,,,,,
61,IBLT,60,60,10000,True,5025.0,917.0,1.56977,0.083844,1.3e-05,90.0,-4.0,-4.0,4509.0,2022-06-01 06:20:45
62,IBLT,60,60,10000,True,917.0,5025.0,0.253418,0.0,0.003854,,,,,
63,IBLT,60,60,10000,True,5025.0,917.0,0.338567,0.089507,1.2e-05,51.0,-4.0,-4.0,4504.0,2022-06-01 06:21:21
64,IBLT,60,60,10000,True,917.0,5025.0,0.253369,0.0,0.003858,,,,,
65,IBLT,60,60,10000,True,5025.0,917.0,0.33743,0.076889,1.2e-05,77.1,-4.0,-4.0,4504.0,2022-06-01 06:21:51
66,IBLT,60,60,10000,True,917.0,5025.0,0.311652,0.0,0.004221,,,,,
67,IBLT,60,60,10000,True,5025.0,917.0,0.418411,1.07413,1.3e-05,75.4,-4.0,-4.0,4504.0,2022-06-01 06:22:21
68,IBLT,60,60,10000,True,917.0,5025.0,0.252444,0.0,0.00409,,,,,
69,IBLT,60,60,10000,True,5025.0,917.0,0.339782,0.075079,1.3e-05,116.0,-4.0,-4.0,4504.0,2022-06-01 06:22:51
70,IBLT,60,60,10000,True,917.0,5025.0,0.253668,0.0,0.004097,,,,,
71,IBLT,60,60,10000,True,5025.0,917.0,0.33957,0.088055,1.2e-05,89.6,-4.0,-4.0,4526.0,2022-06-01 06:23:21
72,IBLT,60,60,10000,True,917.0,5025.0,0.249281,0.0,0.003891,,,,,
73,IBLT,60,60,10000,True,5025.0,917.0,0.339433,0.08935,1.2e-05,91.9,-4.0,-4.0,4505.0,2022-06-01 06:23:51
74,IBLT,60,60,10000,True,917.0,5025.0,0.29322,0.0,0.003867,,,,,
75,IBLT,60,60,10000,True,5025.0,917.0,0.378651,0.084852,1.3e-05,87.2,-4.0,-4.0,4504.0,2022-06-01 06:24:21
76,IBLT,60,60,10000,True,917.0,5025.0,0.291862,0.0,0.004004,,,,,
77,IBLT,60,60,10000,True,5025.0,917.0,0.385362,0.06874,1.2e-05,70.2,-4.0,-4.0,4505.0,2022-06-01 06:24:51
78,IBLT,60,60,10000,True,917.0,5025.0,0.312417,0.0,0.003882,,,,,
79,IBLT,60,60,10000,True,5025.0,917.0,0.41847,1.07567,1.4e-05,76.0,-4.0,-4.0,4504.0,2022-06-01 06:24:58
80,IBLT,50,50,10000,True,765.0,4152.0,0.312598,0.0,0.002979,,,,,
81,IBLT,50,50,10000,True,4152.0,765.0,0.45925,0.080691,1.1e-05,86.7,-4.0,-4.0,4509.0,2022-06-01 06:15:28
82,IBLT,50,50,10000,True,765.0,4152.0,19.4386,0.0,0.002939,,,,,
83,IBLT,50,50,10000,True,4152.0,765.0,19.8585,0.082422,1.4e-05,84.1,-4.0,-4.0,4504.0,2022-06-01 06:15:35
84,IBLT,50,50,10000,True,765.0,4152.0,0.401596,0.0,0.002968,,,,,
85,IBLT,50,50,10000,True,4152.0,765.0,0.480401,63.2212,1.6e-05,-2.0,-4.0,-4.0,12504.0,2022-06-01 06:16:02
86,IBLT,50,50,10000,True,765.0,4152.0,1.1369,0.0,0.002981,,,,,
87,IBLT,50,50,10000,True,4152.0,765.0,1.27016,1.08627,1.1e-05,128.0,-4.0,-4.0,4505.0,2022-06-01 06:18:18
88,IBLT,50,50,10000,True,765.0,4152.0,0.558577,0.0,0.003354,,,,,
89,IBLT,50,50,10000,True,4152.0,765.0,0.657911,0.083023,1.4e-05,84.2,-4.0,-4.0,4505.0,2022-06-01 06:18:48
90,IBLT,50,50,10000,True,765.0,4152.0,0.286477,0.0,0.002946,,,,,
91,IBLT,50,50,10000,True,4152.0,765.0,0.406135,0.092126,1.2e-05,122.0,-4.0,-4.0,4504.0,2022-06-01 06:19:18
92,IBLT,50,50,10000,True,765.0,4152.0,2.33533,0.0,0.003038,,,,,
93,IBLT,50,50,10000,True,4152.0,765.0,2.41944,0.07009,1e-05,83.1,-4.0,-4.0,4515.0,2022-06-01 06:19:27
94,IBLT,50,50,10000,True,765.0,4152.0,0.438797,0.0,0.002949,,,,,
95,IBLT,50,50,10000,True,4152.0,765.0,0.5244,0.083714,1.1e-05,66.4,-4.0,-4.0,4504.0,2022-06-01 06:19:57
96,IBLT,50,50,10000,True,765.0,4152.0,0.714718,0.0,0.002984,,,,,
97,IBLT,50,50,10000,True,4152.0,765.0,0.810372,0.075041,1.2e-05,76.7,-4.0,-4.0,4505.0,2022-06-01 06:20:27
98,IBLT,50,50,10000,True,765.0,4152.0,0.795056,0.0,0.002991,,,,,
99,IBLT,50,50,10000,True,4152.0,765.0,1.29024,0.076505,1e-05,107.0,-4.0,-4.0,4564.0,2022-06-01 06:20:35
100,IBLT,40,40,10000,True,617.0,3502.0,0.252391,0.0,0.002289,,,,,
101,IBLT,40,40,10000,True,3502.0,617.0,0.409225,0.073097,8e-06,43.4,-4.0,-4.0,4513.0,2022-06-01 06:11:20
102,IBLT,40,40,10000,True,617.0,3502.0,0.252337,0.0,0.002298,,,,,
103,IBLT,40,40,10000,True,3502.0,617.0,0.339109,0.070747,1e-05,73.2,-4.0,-4.0,4504.0,2022-06-01 06:11:55
104,IBLT,40,40,10000,True,617.0,3502.0,0.250405,0.0,0.002329,,,,,
105,IBLT,40,40,10000,True,3502.0,617.0,0.337269,0.090684,1e-05,92.2,-4.0,-4.0,4505.0,2022-06-01 06:12:25
106,IBLT,40,40,10000,True,617.0,3502.0,0.250439,0.0,0.002333,,,,,
107,IBLT,40,40,10000,True,3502.0,617.0,0.337325,0.093638,1e-05,94.8,-4.0,-4.0,4504.0,2022-06-01 06:12:55
108,IBLT,40,40,10000,True,617.0,3502.0,0.249276,0.0,0.002326,,,,,
109,IBLT,40,40,10000,True,3502.0,617.0,0.337167,0.063232,1e-05,64.5,-4.0,-4.0,4505.0,2022-06-01 06:13:25
110,IBLT,40,40,10000,True,617.0,3502.0,0.249557,0.0,0.002343,,,,,
111,IBLT,40,40,10000,True,3502.0,617.0,0.337216,0.077466,9e-06,90.5,-4.0,-4.0,4516.0,2022-06-01 06:13:34
112,IBLT,40,40,10000,True,617.0,3502.0,0.251335,0.0,0.002297,,,,,
113,IBLT,40,40,10000,True,3502.0,617.0,0.343191,0.082716,1.1e-05,82.8,-4.0,-4.0,4505.0,2022-06-01 06:14:04
114,IBLT,40,40,10000,True,617.0,3502.0,0.249218,0.0,0.00235,,,,,
115,IBLT,40,40,10000,True,3502.0,617.0,0.337003,0.059787,9e-06,60.9,-4.0,-4.0,4504.0,2022-06-01 06:14:34
116,IBLT,40,40,10000,True,617.0,3502.0,0.272249,0.0,0.002319,,,,,
117,IBLT,40,40,10000,True,3502.0,617.0,0.404296,0.116579,9e-06,-2.0,-4.0,-4.0,12504.0,2022-06-01 06:15:04
118,IBLT,40,40,10000,True,617.0,3502.0,0.259371,0.0,0.002295,,,,,
119,IBLT,40,40,10000,True,3502.0,617.0,0.338457,0.068277,8e-06,69.5,-4.0,-4.0,4504.0,2022-06-01 06:15:19
120,IBLT,30,30,10000,True,467.0,2630.0,0.302625,0.0,0.001846,,,,,
121,IBLT,30,30,10000,True,2630.0,467.0,0.424367,0.065915,9e-06,65.3,-4.0,-4.0,4505.0,2022-06-01 06:09:15
122,IBLT,30,30,10000,True,467.0,2630.0,0.25261,0.0,0.001754,,,,,
123,IBLT,30,30,10000,True,2630.0,467.0,0.338129,0.048219,8e-06,61.1,-4.0,-4.0,4514.0,2022-06-01 06:09:22
124,IBLT,30,30,10000,True,467.0,2630.0,0.253743,0.0,0.001779,,,,,
125,IBLT,30,30,10000,True,2630.0,467.0,0.338283,0.076831,7e-06,79.1,-4.0,-4.0,4518.0,2022-06-01 06:09:30
126,IBLT,30,30,10000,True,467.0,2630.0,0.334476,0.0,0.001808,,,,,
127,IBLT,30,30,10000,True,2630.0,467.0,0.413139,0.074194,9e-06,76.4,-4.0,-4.0,4504.0,2022-06-01 06:10:00
128,IBLT,30,30,10000,True,467.0,2630.0,0.30946,0.0,0.001793,,,,,
129,IBLT,30,30,10000,True,2630.0,467.0,0.416367,0.085285,9e-06,87.6,-4.0,-4.0,4504.0,2022-06-01 06:10:07
130,IBLT,30,30,10000,True,467.0,2630.0,0.760661,0.0,0.002992,,,,,
131,IBLT,30,30,10000,True,2630.0,467.0,0.889075,1.08934,8e-06,92.5,-4.0,-4.0,4504.0,2022-06-01 06:10:15
132,IBLT,30,30,10000,True,467.0,2630.0,0.678599,0.0,0.001771,,,,,
133,IBLT,30,30,10000,True,2630.0,467.0,0.769282,0.065056,7e-06,118.0,-4.0,-4.0,4516.0,2022-06-01 06:10:23
134,IBLT,30,30,10000,True,467.0,2630.0,0.437721,0.0,0.001794,,,,,
135,IBLT,30,30,10000,True,2630.0,467.0,0.536336,3.09802,9e-06,58.6,-4.0,-4.0,4512.0,2022-06-01 06:10:31
136,IBLT,30,30,10000,True,467.0,2630.0,0.317812,0.0,0.001788,,,,,
137,IBLT,30,30,10000,True,2630.0,467.0,0.402209,0.077395,7e-06,76.9,-4.0,-4.0,4504.0,2022-06-01 06:10:41
138,IBLT,30,30,10000,True,467.0,2630.0,0.302541,0.0,0.00176,,,,,
139,IBLT,30,30,10000,True,2630.0,467.0,0.423011,0.05115,9e-06,93.5,-4.0,-4.0,4504.0,2022-06-01 06:11:11
140,IBLT,20,20,10000,True,317.0,1763.0,0.249511,0.0,0.001179,,,,,
141,IBLT,20,20,10000,True,1763.0,317.0,0.36015,0.066369,8e-06,67.9,-4.0,-4.0,4504.0,2022-06-01 06:02:48
142,IBLT,20,20,10000,True,317.0,1763.0,0.240158,0.0,0.001197,,,,,
143,IBLT,20,20,10000,True,1763.0,317.0,0.32019,0.061145,7e-06,63.5,-4.0,-4.0,4504.0,2022-06-01 06:03:23
144,IBLT,20,20,10000,True,317.0,1763.0,0.24047,0.0,0.001226,,,,,
145,IBLT,20,20,10000,True,1763.0,317.0,0.31997,0.083268,8e-06,84.5,-4.0,-4.0,4504.0,2022-06-01 06:03:53
146,IBLT,20,20,10000,True,317.0,1763.0,0.284015,0.0,0.001192,,,,,
147,IBLT,20,20,10000,True,1763.0,317.0,0.358979,0.062683,1e-05,62.7,-4.0,-4.0,4505.0,2022-06-01 06:04:23
148,IBLT,20,20,10000,True,317.0,1763.0,0.287036,0.0,0.001258,,,,,
149,IBLT,20,20,10000,True,1763.0,317.0,0.360001,0.059382,8e-06,60.4,-4.0,-4.0,4504.0,2022-06-01 06:04:53
150,IBLT,20,20,10000,True,317.0,1763.0,0.244078,0.0,0.00126,,,,,
151,IBLT,20,20,10000,True,1763.0,317.0,0.321149,0.059486,1.8e-05,60.7,-4.0,-4.0,4504.0,2022-06-01 06:05:23
152,IBLT,20,20,10000,True,317.0,1763.0,0.279014,0.0,0.001227,,,,,
153,IBLT,20,20,10000,True,1763.0,317.0,0.359319,0.068027,7e-06,68.0,-4.0,-4.0,4504.0,2022-06-01 06:05:30
154,IBLT,20,20,10000,True,317.0,1763.0,0.323198,0.0,0.001184,,,,,
155,IBLT,20,20,10000,True,1763.0,317.0,0.414819,130.39,8e-06,-2.0,-4.0,-4.0,12504.0,2022-06-01 06:05:37
156,IBLT,20,20,10000,True,317.0,1763.0,0.646061,0.0,0.001204,,,,,
157,IBLT,20,20,10000,True,1763.0,317.0,0.75412,1.09102,8e-06,118.0,-4.0,-4.0,4505.0,2022-06-01 06:08:04
158,IBLT,20,20,10000,True,317.0,1763.0,0.320209,0.0,0.001178,,,,,
159,IBLT,20,20,10000,True,1763.0,317.0,0.429167,0.079821,7e-06,83.1,-4.0,-4.0,4504.0,2022-06-01 06:08:34
160,IBLT,10,10,10000,True,167.0,886.0,0.554404,0.0,0.000616,,,,,
161,IBLT,10,10,10000,True,886.0,167.0,0.640109,0.069133,5e-06,77.8,-4.0,-4.0,4512.0,2022-06-01 05:59:30
162,IBLT,10,10,10000,True,167.0,886.0,1.4943,0.0,0.00061,,,,,
163,IBLT,10,10,10000,True,886.0,167.0,1.55933,1.08642,8e-06,86.1,-4.0,-4.0,4504.0,2022-06-01 05:59:38
164,IBLT,10,10,10000,True,167.0,886.0,0.313315,0.0,0.000617,,,,,
165,IBLT,10,10,10000,True,886.0,167.0,0.400041,0.079764,6e-06,123.0,-4.0,-4.0,4517.0,2022-06-01 05:59:47
166,IBLT,10,10,10000,True,167.0,886.0,0.668716,0.0,0.000637,,,,,
167,IBLT,10,10,10000,True,886.0,167.0,0.759903,0.068728,5e-06,71.0,-4.0,-4.0,4504.0,2022-06-01 05:59:54
168,IBLT,10,10,10000,True,167.0,886.0,0.304353,0.0,0.000614,,,,,
169,IBLT,10,10,10000,True,886.0,167.0,0.399072,0.070237,8e-06,70.7,-4.0,-4.0,4505.0,2022-06-01 06:00:02
170,IBLT,10,10,10000,True,167.0,886.0,0.304293,0.0,0.000649,,,,,
171,IBLT,10,10,10000,True,886.0,167.0,0.399106,0.080545,6e-06,52.8,-4.0,-4.0,4516.0,2022-06-01 06:00:09
172,IBLT,10,10,10000,True,167.0,886.0,0.307453,0.0,0.000607,,,,,
173,IBLT,10,10,10000,True,886.0,167.0,0.400181,0.064376,6e-06,95.6,-4.0,-4.0,4550.0,2022-06-01 06:00:39
174,IBLT,10,10,10000,True,167.0,886.0,0.296614,0.0,0.000607,,,,,
175,IBLT,10,10,10000,True,886.0,167.0,0.359206,0.094282,7e-06,56.6,-4.0,-4.0,4504.0,2022-06-01 06:01:09
176,IBLT,10,10,10000,True,167.0,886.0,0.291493,0.0,0.000833,,,,,
177,IBLT,10,10,10000,True,886.0,167.0,0.365969,0.084798,6e-06,86.3,-4.0,-4.0,4504.0,2022-06-01 06:01:39
178,IBLT,10,10,10000,True,167.0,886.0,0.291565,0.0,0.000606,,,,,
179,IBLT,10,10,10000,True,886.0,167.0,0.829931,0.066173,6e-06,67.3,-4.0,-4.0,4504.0,2022-06-01 06:02:09
180,IBLT,100,100,10000,True,1516.0,8278.0,0.26589,0.0,0.005927,,,,,
181,IBLT,100,100,10000,True,8278.0,1516.0,0.440891,0.084802,1.9e-05,86.0,-4.0,-4.0,4516.0,2022-06-01 05:53:52
182,IBLT,100,100,10000,True,1516.0,8278.0,0.282955,0.0,0.005901,,,,,
183,IBLT,100,100,10000,True,8278.0,1516.0,0.421169,0.078714,1.9e-05,80.0,-4.0,-4.0,4515.0,2022-06-01 05:54:27
184,IBLT,100,100,10000,True,1516.0,8278.0,1.28065,0.0,0.005899,,,,,
185,IBLT,100,100,10000,True,8278.0,1516.0,1.38181,0.058899,1.9e-05,100.0,-4.0,-4.0,4504.0,2022-06-01 05:54:58
186,IBLT,100,100,10000,True,1516.0,8278.0,0.254988,0.0,0.0063,,,,,
187,IBLT,100,100,10000,True,8278.0,1516.0,0.339718,0.090476,1.9e-05,91.8,-4.0,-4.0,4505.0,2022-06-01 05:55:28
188,IBLT,100,100,10000,True,1516.0,8278.0,0.41406,0.0,0.005951,,,,,
189,IBLT,100,100,10000,True,8278.0,1516.0,0.499738,0.05925,1.9e-05,60.6,-4.0,-4.0,4504.0,2022-06-01 05:55:58
190,IBLT,100,100,10000,True,1516.0,8278.0,1.48287,0.0,0.005929,,,,,
191,IBLT,100,100,10000,True,8278.0,1516.0,1.57177,31.1473,2.2e-05,-2.0,-4.0,-4.0,12504.0,2022-06-01 05:56:05
192,IBLT,100,100,10000,True,1516.0,8278.0,1.56038,0.0,0.005915,,,,,
193,IBLT,100,100,10000,True,8278.0,1516.0,2.23463,1.09339,2.2e-05,162.0,-4.0,-4.0,4504.0,2022-06-01 05:57:50
194,IBLT,100,100,10000,True,1516.0,8278.0,1.0549,0.0,0.005972,,,,,
195,IBLT,100,100,10000,True,8278.0,1516.0,1.16898,1.09393,2.2e-05,114.0,-4.0,-4.0,4513.0,2022-06-01 05:58:20
196,IBLT,100,100,10000,True,1516.0,8278.0,0.260872,0.0,0.005915,,,,,
197,IBLT,100,100,10000,True,8278.0,1516.0,0.379622,0.080737,1.8e-05,81.9,-4.0,-4.0,4504.0,2022-06-01 05:58:50
198,IBLT,100,100,10000,True,1516.0,8278.0,0.292161,0.0,0.005933,,,,,
199,IBLT,100,100,10000,True,8278.0,1516.0,0.381194,0.057982,1.9e-05,59.5,-4.0,-4.0,4514.0,2022-06-01 05:59:20
200,IBLT,0,0,10000,True,17.0,232.0,0.29604,0.0,5e-06,,,,,
201,IBLT,0,0,10000,True,232.0,17.0,0.374889,0.091959,1e-06,102.0,-4.0,-4.0,4511.0,2022-06-01 05:49:56
202,IBLT,0,0,10000,True,17.0,232.0,0.288043,0.0,5e-06,,,,,
203,IBLT,0,0,10000,True,232.0,17.0,0.759746,0.087628,2e-06,89.8,-4.0,-4.0,4504.0,2022-06-01 05:50:03
204,IBLT,0,0,10000,True,17.0,232.0,0.842201,0.0,5e-06,,,,,
205,IBLT,0,0,10000,True,232.0,17.0,0.920162,0.065957,3e-06,107.0,-4.0,-4.0,4505.0,2022-06-01 05:50:33
206,IBLT,0,0,10000,True,17.0,232.0,0.28597,0.0,5e-06,,,,,
207,IBLT,0,0,10000,True,232.0,17.0,0.643975,0.095556,2e-06,58.6,-4.0,-4.0,4504.0,2022-06-01 05:51:03
208,IBLT,0,0,10000,True,17.0,232.0,0.281805,0.0,4e-06,,,,,
209,IBLT,0,0,10000,True,232.0,17.0,0.339785,0.105964,1e-06,85.2,-4.0,-4.0,4504.0,2022-06-01 05:51:33
210,IBLT,0,0,10000,True,17.0,232.0,0.281947,0.0,5e-06,,,,,
211,IBLT,0,0,10000,True,232.0,17.0,0.422134,0.07092,1e-06,75.2,-4.0,-4.0,4504.0,2022-06-01 05:51:40
212,IBLT,0,0,10000,True,17.0,232.0,0.281823,0.0,5e-06,,,,,
213,IBLT,0,0,10000,True,232.0,17.0,0.435625,0.071632,2e-06,74.2,-4.0,-4.0,4504.0,2022-06-01 05:52:10
214,IBLT,0,0,10000,True,17.0,232.0,0.281861,0.0,5e-06,,,,,
215,IBLT,0,0,10000,True,232.0,17.0,0.362104,0.081309,2e-06,82.9,-4.0,-4.0,4505.0,2022-06-01 05:52:40
216,IBLT,0,0,10000,True,17.0,232.0,0.290159,0.0,4e-06,,,,,
217,IBLT,0,0,10000,True,232.0,17.0,0.361156,0.089068,2e-06,90.2,-4.0,-4.0,4504.0,2022-06-01 05:53:10
218,IBLT,0,0,10000,True,17.0,232.0,0.322172,0.0,5e-06,,,,,
219,IBLT,0,0,10000,True,232.0,17.0,0.399989,1.07894,2e-06,79.1,-4.0,-4.0,4505.0,2022-06-01 05:53:40
220,IBLT,900,900,10000,True,13480.0,73473.0,0.703118,0.0,0.054174,,,,,
221,IBLT,900,900,10000,True,73473.0,13480.0,1.00513,0.090697,0.00016,91.3,-4.0,-4.0,4504.0,2022-06-01 05:44:04
222,IBLT,900,900,10000,True,13480.0,73473.0,2.97927,0.0,0.05397,,,,,
223,IBLT,900,900,10000,True,73473.0,13480.0,3.16887,0.06217,0.000136,77.6,-4.0,-4.0,4517.0,2022-06-01 05:44:13
224,IBLT,900,900,10000,True,13480.0,73473.0,1.36203,0.0,0.054833,,,,,
225,IBLT,900,900,10000,True,73473.0,13480.0,1.56339,1.05368,0.000136,95.1,-4.0,-4.0,4505.0,2022-06-01 05:44:43
226,IBLT,900,900,10000,True,13480.0,73473.0,1.92392,0.0,0.054557,,,,,
227,IBLT,900,900,10000,True,73473.0,13480.0,2.0748,0.094322,0.000135,95.2,-4.0,-4.0,4504.0,2022-06-01 05:44:52
228,IBLT,900,900,10000,True,13480.0,73473.0,1.00878,0.0,0.05547,,,,,
229,IBLT,900,900,10000,True,73473.0,13480.0,1.52693,0.079157,0.000135,80.6,-4.0,-4.0,4505.0,2022-06-01 05:45:22
230,IBLT,900,900,10000,True,13480.0,73473.0,1.85139,0.0,0.057931,,,,,
231,IBLT,900,900,10000,True,73473.0,13480.0,2.05011,63.2296,0.000136,-2.0,-4.0,-4.0,12504.0,2022-06-01 05:45:52
232,IBLT,900,900,10000,True,13480.0,73473.0,7.99092,0.0,0.057305,,,,,
233,IBLT,900,900,10000,True,73473.0,13480.0,8.47287,0.079299,0.000149,121.0,-4.0,-4.0,4516.0,2022-06-01 05:48:10
234,IBLT,900,900,10000,True,13480.0,73473.0,1.36507,0.0,0.054418,,,,,
235,IBLT,900,900,10000,True,73473.0,13480.0,1.53635,0.073821,0.000137,79.2,-4.0,-4.0,4504.0,2022-06-01 05:48:40
236,IBLT,900,900,10000,True,13480.0,73473.0,1.46591,0.0,0.054769,,,,,
